displacement,doors,fuel,kilowatts,location,manufacturer,mileage,model,price,title,year,color,cruiseControl,drivetrain,emissionStandard,rimSize,transmission,type,airCondition,navigation,registration
2.8,5-Apr,Dizel,140,Teslić,Mercedes-Benz,330000,E 280,14400,"Mercedes-Benz E 280 Avangard, facelift.",2006,Siva,TRUE,Zadnji,Euro 4,17,Automatik,Limuzina,TRUE,FALSE,TRUE
1.8,5-Apr,Dizel,103,Sarajevo - Centar,Mercedes-Benz,183534,B 180,13000,Mercedes-Benz B 180,2006,Plava,TRUE,Prednji,Euro 4,16,Manuelni,unavailable,TRUE,FALSE,TRUE
2.2,5-Apr,Dizel,90,Ljubuški,Mercedes-Benz,258000,C 200,10800,Mercedes-Benz C 200 pase zamjena za vece auto ...,2006,Crna,FALSE,Prednji,Euro 5,16,Automatik,unavailable,TRUE,FALSE,TRUE
2.2,5-Apr,Dizel,90,Brčko,Mercedes-Benz,324000,E 220,13000,Mercedes Avangarde,2006,Crna,FALSE,Prednji,Euro 4,16,Automatik,Limuzina,TRUE,FALSE,TRUE
2,5-Apr,Dizel,80,Cazin,Mercedes-Benz,181000,B 180,13000,Mercedes benz B 180,2007,Crna,FALSE,Prednji,Euro 4,18,Manuelni,Karavan,TRUE,FALSE,TRUE
2,5-Apr,Dizel,110,Sarajevo - Stari Grad,Mercedes-Benz,360000,Vito,12500,Mercedes-Benz 220,2006,Crna,FALSE,Zadnji,Euro 5,16,Manuelni,unavailable,TRUE,FALSE,TRUE
2.2,5-Apr,Dizel,110,Tomislavgrad,Mercedes-Benz,250000,C 220,11000,Mercedes-Benz C 220 avantgarde,2006,Crna,TRUE,Zadnji,Euro 4,17,Manuelni,Limuzina,TRUE,TRUE,TRUE
2.7,5-Apr,Dizel,100,Prnjavor,Mercedes-Benz,365000,ML 270,10500,Mercedes-Benz ML 270,2003,Crvena,FALSE,Sva četiri,Euro 3,16,Automatik,unavailable,TRUE,FALSE,TRUE
2.2,5-Apr,Dizel,125,Zvornik,Mercedes-Benz,540197,E 220,10200,MERCEDES E220 2.2 CDI SAMO PRODAJA,2007,Crvena,TRUE,Zadnji,Euro 4,16,Automatik,Karavan,TRUE,TRUE,TRUE
2.2,5-Apr,Dizel,110,Vitez,Mercedes-Benz,400000,E 220,13300,Mercedes E 220 top,2005,Crna,TRUE,Zadnji,Euro 4,16,Automatik,Limuzina,TRUE,FALSE,TRUE
2.2,5-Apr,Dizel,110,Ljubuški,Mercedes-Benz,410000,E 220,10900,Mercedes-Benz E 220 w211 tek reg,2005,Crna,TRUE,Zadnji,Euro 4,16,Automatik,Karavan,TRUE,FALSE,TRUE
2.7,5-Apr,Dizel,130,Tešanj,Mercedes-Benz,372000,E 270,11000,Mercedes-Benz E 270,2005,Smeđa,TRUE,Zadnji,Euro 4,16,Automatik,Limuzina,TRUE,TRUE,TRUE
1.8,5-Apr,Benzin,141,Sarajevo - Novo Sarajevo,Mercedes-Benz,289322,C 230,12900,Mercedes-Benz C 230 Sport Edition AMG,2005,Bijela,TRUE,Zadnji,Euro 4,17,Manuelni,Limuzina,TRUE,TRUE,TRUE
2.2,5-Apr,Dizel,125,Banja Luka,Mercedes-Benz,288000,C 220,13800,MERCEDES C220 2010GODINA REGISTROVAN GODINU DANA,2010,Siva,TRUE,Sva četiri,Euro 5,16,Manuelni,Karavan,TRUE,TRUE,TRUE
2.2,5-Apr,Dizel,110,Prijedor,Mercedes-Benz,327000,C 220,10400,Mercedes w203 C 220cdi,2007,Siva,TRUE,Zadnji,Euro 4,17,Manuelni,Karavan,TRUE,TRUE,TRUE
2.2,5-Apr,Dizel,105,Prijedor,Mercedes-Benz,300000,C 200,11400,Mercedes C 200,2008,Siva,TRUE,Zadnji,Euro 5,16,Manuelni,Limuzina,TRUE,TRUE,TRUE
2.2,5-Apr,Dizel,110,Gradiška,Mercedes-Benz,323000,E 220,11250,Mercedes e220,2005,Siva,FALSE,Sva četiri,Euro 5,16,Automatik,unavailable,TRUE,FALSE,TRUE
3.2,5-Apr,Dizel,168,Tuzla,Mercedes-Benz,280000,ML 320,17000,Mercedes-Benz ML 320,2007,Siva,TRUE,Sva četiri,Euro 5,19,Automatik,Terenac,TRUE,TRUE,TRUE
2.2,5-Apr,Dizel,125,Prnjavor,Mercedes-Benz,290000,C 220,18990,Mercedes-Benz C220 AVANTGARDE,2007,Siva,FALSE,Zadnji,Euro 5,16,Automatik,Limuzina,FALSE,FALSE,TRUE
2.2,5-Apr,Dizel,150,Trebinje,Mercedes-Benz,310000,C 250,19000,Mercedes C 250 CDI AMG LINE,2010,Siva,TRUE,Zadnji,Euro 5,18,Manuelni,Limuzina,TRUE,TRUE,TRUE
2.2,5-Apr,Dizel,100,Ljubuški,Mercedes-Benz,313000,C 200,17300,Mercedes-Benz C 200 C200 C220 C 220 CDI 2011 GOD !!!,2011,Crna,TRUE,Zadnji,Euro 5,16,Manuelni,Limuzina,TRUE,TRUE,TRUE
2.2,5-Apr,Dizel,100,Bijeljina,Mercedes-Benz,230000,C 200,15900,Mercedes C200 CDI 2010 W204,2010,Bijela,TRUE,Zadnji,Euro 5,17,Manuelni,Limuzina,TRUE,FALSE,TRUE
2.2,5-Apr,Dizel,100,Gradiška,Mercedes-Benz,319000,E 200,16000,Mercedes-Benz E 200 facelift 2008 AVANTGARD,2008,Siva,TRUE,Zadnji,Euro 5,17,Automatik,Limuzina,TRUE,TRUE,TRUE
3,5-Apr,Dizel,140,Brčko,Mercedes-Benz,234000,E 280,16300,Mercedes-Benz E 280,2006,Smeđa,TRUE,Zadnji,Euro 4,16,Manuelni,Limuzina,TRUE,FALSE,TRUE
2.2,5-Apr,Dizel,125,Foča,Mercedes-Benz,217700,C 220,20000,Mercedes w204,2007,Crna,TRUE,Zadnji,Euro 5,16,Automatik,Limuzina,TRUE,TRUE,TRUE
2,3-Feb,Benzin,100,Sarajevo - Centar,Mercedes-Benz,273000,CE 200,18200,Mercedes-Benz CE 200,1995,Crna,FALSE,Zadnji,Euro 5,16,Manuelni,Sportski/kupe,FALSE,FALSE,TRUE
3.2,5-Apr,Dizel,164,Nepoznato,Mercedes-Benz,247000,CLS 320,17500,Mercedes CLS 320 CDI,2007,Crna,TRUE,Zadnji,Euro 4,16,Automatik,Sportski/kupe,TRUE,FALSE,TRUE
2.2,5-Apr,Dizel,125,Banja Luka,Mercedes-Benz,350000,C 220,17200,Mercedes Benz C 220,2007,Siva,TRUE,Zadnji,Euro 5,17,Automatik,unavailable,TRUE,TRUE,TRUE
3.2,5-Apr,Dizel,165,Široki Brijeg,Mercedes-Benz,320000,ML 320,20500,Mercedes-Benz ML 320,2007,Siva,FALSE,Sva četiri,Euro 5,16,Automatik,unavailable,TRUE,TRUE,TRUE
2.2,5-Apr,Dizel,100,Novi Grad,Mercedes-Benz,275000,C 200,15500,Mercedes c200,2009,Siva,TRUE,Zadnji,Euro 4,16,Manuelni,Limuzina,TRUE,FALSE,TRUE
2.9,5-Apr,Dizel,165,Tuzla,Mercedes-Benz,250000,ML 320,17500,Mercedes Benz ML320,2005,Siva,TRUE,Sva četiri,Euro 4,19,Automatik,Terenac,TRUE,TRUE,TRUE
2.5,5-Apr,Dizel,150,Prijedor,Mercedes-Benz,215000,C 250,17800,Mercedes-Benz C250 CDI,2010,Zlatna,FALSE,Zadnji,Euro 5,17,Manuelni,Karavan,TRUE,FALSE,FALSE
3,5-Apr,Dizel,165,Bihać,Mercedes-Benz,350000,CLS 320,17000,Mercedes-Benz CLS 320,2006,Crna,TRUE,Zadnji,Euro 4,19,Automatik,Limuzina,TRUE,FALSE,TRUE
2.2,5-Apr,Dizel,140,Mostar,Mercedes-Benz,250000,C 220,17000,Mercedes-Benz C 220 AMG,2008,Plava,TRUE,Zadnji,Euro 5,16,Automatik,Limuzina,TRUE,FALSE,TRUE
2.2,5-Apr,Dizel,110,Ilidža,Mercedes-Benz,290000,Viano,16900,Mercedes-Benz Viano,2004,Plava,TRUE,Zadnji,Euro 4,16,Automatik,Kombi,TRUE,FALSE,TRUE
2.2,5-Apr,Dizel,100,Bijeljina,Mercedes-Benz,400000,E 220,16000,Mercedes-Benz E 220,2008,Siva,FALSE,Zadnji,Euro 5,16,Automatik,Limuzina,TRUE,FALSE,TRUE
3,5-Apr,Dizel,140,Bihać,Mercedes-Benz,234919,E 280,15800,Mercedes-Benz E280 CDI / 4matic / 2006,2006,Siva,TRUE,Sva četiri,Euro 4,18,Automatik,Limuzina,TRUE,TRUE,TRUE
3,5-Apr,Dizel,160,Prijedor,Mercedes-Benz,270000,CLS 320,20000,Mercedes CLS 320 cdi,2007,Bijela,TRUE,Prednji,Euro 5,18,Manuelni,Sportski/kupe,TRUE,TRUE,TRUE
2.2,5-Apr,Dizel,125,Srebrenik,Mercedes-Benz,220286,C 220,15300,Mercedes c 220,2010,Crna,FALSE,Zadnji,Euro 5,16,Manuelni,Limuzina,TRUE,TRUE,TRUE
2.2,5-Apr,Dizel,125,Brod,Mercedes-Benz,428000,E 220,18700,Mercedes-Benz W211 E220 SportPaket Panorama,2006,Crna,TRUE,Zadnji,Euro 4,19,Automatik,Limuzina,TRUE,TRUE,TRUE
2.2,5-Apr,Dizel,125,Živinice,Mercedes-Benz,220000,C 220,19500,Mercedes benz,2011,Siva,TRUE,Zadnji,Euro 5,16,Manuelni,Limuzina,TRUE,FALSE,TRUE
1.8,5-Apr,Dizel,80,Sarajevo - Novi Grad,Mercedes-Benz,192550,B 180,20000,Mercedes Benz B klasa 180 CDI,2014,Crvena,FALSE,Zadnji,Euro 5,16,Automatik,Limuzina,TRUE,FALSE,TRUE
2.2,5-Apr,Dizel,125,Ilidža,Mercedes-Benz,247000,C 220,21000,Mercedes-Benz C 220,2014,Crna,TRUE,Zadnji,Euro 5,17,Automatik,Karavan,TRUE,TRUE,TRUE
2.2,5-Apr,Dizel,100,Banja Luka,Mercedes-Benz,290000,E 200,21000,Mercedes-Benz E 200,2010,Crna,TRUE,Sva četiri,Euro 5,16,Automatik,Limuzina,TRUE,FALSE,TRUE
3,5-Apr,Dizel,170,Mostar,Mercedes-Benz,260000,CLS 320,22500,Mercedes-Benz CLS 320,2006,Crna,TRUE,Sva četiri,Euro 5,16,Automatik,unavailable,TRUE,TRUE,TRUE
2.2,5-Apr,Dizel,150,Banja Luka,Mercedes-Benz,214000,E 250,19000,Mercedes-Benz E 250 4Matic,2012,Crna,TRUE,Sva četiri,Euro 5,19,Automatik,Karavan,TRUE,TRUE,TRUE
3,5-Apr,Dizel,170,Tešanj,Mercedes-Benz,425944,E 350,24900,MERCEDES E350 CDI 4 MATIC --- ilmasalon,2009,Crna,TRUE,Sva četiri,Euro 5,17,Automatik,Limuzina,TRUE,TRUE,TRUE
2.2,5-Apr,Dizel,88,Banja Luka,Mercedes-Benz,230000,C 180,23300,Mercedes 2.2 CDI Edition 2011 Avantgarde - REGISTROVAN,2011,Siva,TRUE,Zadnji,Euro 5,16,Manuelni,Limuzina,TRUE,TRUE,TRUE
2.2,5-Apr,Dizel,88,Tešanj,Mercedes-Benz,226746,C 180,20900,MERCEDES C 204 180 CDI --- ilmasalon,2011,Zelena,TRUE,Zadnji,Euro 5,16,Manuelni,Limuzina,TRUE,FALSE,TRUE
2.2,5-Apr,Dizel,100,Tešanj,Mercedes-Benz,265216,C 200,20900,MERCEDES C 204 200 CDI --- ilmasalon,2012,Zelena,TRUE,Zadnji,Euro 5,17,Manuelni,Limuzina,TRUE,TRUE,TRUE
1.5,5-Apr,Dizel,80,Tešanj,Mercedes-Benz,200914,B 180,23900,MERCEDES B 180 CDI --- ilmasalon,2013,Crna,FALSE,Prednji,Euro 5,16,Manuelni,Limuzina,TRUE,TRUE,TRUE
2.2,5-Apr,Dizel,100,Bijeljina,Mercedes-Benz,259480,Vito,24300,MERCEDES VITO 2012 LONG 8+1 KLIMA,2012,Plava,TRUE,Zadnji,Euro 5,16,Manuelni,Kombi,TRUE,FALSE,TRUE
2.2,5-Apr,Dizel,100,Srebrenik,Mercedes-Benz,318500,E 200,21500,Mercedes-Benz E 200,2012,Plava,TRUE,Zadnji,Euro 5,19,Automatik,Limuzina,TRUE,TRUE,TRUE
2.2,5-Apr,Dizel,125,Sarajevo - Novo Sarajevo,Mercedes-Benz,209346,E 220,20500,Mercedes-Benz E 220 CDI,2009,Crna,TRUE,Zadnji,Euro 5,16,Automatik,Limuzina,TRUE,FALSE,TRUE
3.2,5-Apr,Dizel,165,Vitez,Mercedes-Benz,351000,CLS 320,19900,Mercedes CLS 320 CDI 2008 god top stanje full oprema,2008,Crna,TRUE,Zadnji,Euro 5,17,Automatik,Limuzina,TRUE,TRUE,TRUE
5,5-Apr,Benzin,225,Visoko,Mercedes-Benz,317526,CLS 500,24999,Mercedes-Benz CLS 500,2006,Siva,TRUE,Zadnji,Euro 4,18,Automatik,Limuzina,TRUE,TRUE,TRUE
2.2,5-Apr,Dizel,150,Velika Kladuša,Mercedes-Benz,180000,E 250,24500,Mercedes E 250 BlueEficiency Avantgard,2010,Bijela,TRUE,Zadnji,Euro 5,16,Automatik,Limuzina,TRUE,TRUE,TRUE
2.2,5-Apr,Dizel,88,Banja Luka,Mercedes-Benz,273781,C 180,21000,Mercedes c klasa c180 w204,2011,Crna,TRUE,Zadnji,Euro 5,16,Manuelni,Limuzina,TRUE,TRUE,TRUE
2.5,5-Apr,Dizel,140,Prijedor,Mercedes-Benz,370000,E 250,22500,Mercedes E250 CDI,2009,Siva,TRUE,Zadnji,Euro 5,17,Automatik,Limuzina,TRUE,TRUE,TRUE
2.2,5-Apr,Dizel,88,Lukavac,Mercedes-Benz,283000,C 180,23000,Mercedes C klasa 2.2 CDI Sportpaket AMG Line FACELIFT,2013,Siva,FALSE,Zadnji,Euro 5,18,Manuelni,Limuzina,TRUE,TRUE,TRUE
2.2,5-Apr,Dizel,150,Prnjavor,Mercedes-Benz,299356,E 250,20000,Mercedes-Benz E 250,2010,Crna,TRUE,Zadnji,Euro 5,16,Automatik,Limuzina,TRUE,FALSE,TRUE
2,5-Apr,Dizel,100,Orašje,Mercedes-Benz,376000,E 200,19990,Mercedes-Benz E 200,2014,Crna,FALSE,Zadnji,Euro 5,16,Automatik,unavailable,TRUE,FALSE,TRUE
2.2,5-Apr,Dizel,100,Žepče,Mercedes-Benz,272000,C 200,18200,Mercedes C200CDI Avangard,2011,Crna,TRUE,Zadnji,Euro 5,16,Manuelni,Limuzina,TRUE,TRUE,TRUE
2.2,5-Apr,Dizel,125,Zenica,Mercedes-Benz,240000,E 220,21000,Mercedes Benz E220 2012G.,2012,Plava,TRUE,Zadnji,Euro 5,16,Automatik,Limuzina,TRUE,TRUE,FALSE
2,5-Apr,Dizel,100,Orašje,Mercedes-Benz,316000,E 220,20500,Mercedes benz e220,2012,Siva,TRUE,Zadnji,Euro 5,17,Automatik,Limuzina,TRUE,TRUE,TRUE
1.8,5-Apr,Dizel,80,Visoko,Mercedes-Benz,230000,B 180,18800,Mercedes-Benz W246 B 180 2013 XENON ALU PANORAMA,2013,Crna,TRUE,Prednji,Euro 5,16,Manuelni,Monovolumen,TRUE,TRUE,TRUE
2,5-Apr,Dizel,100,Zenica,Mercedes-Benz,236000,E 200,23000,Mercedes E200 cdi,2013,Bijela,TRUE,Zadnji,Euro 5,16,Manuelni,Kombi,TRUE,TRUE,FALSE
2.2,5-Apr,Dizel,125,Posušje,Mercedes-Benz,222000,C 220,24000,Mercedes-Benz C 220 W204 Facelift model,2011,Crna,TRUE,Prednji,Euro 5,17,Automatik,Limuzina,TRUE,TRUE,TRUE
3,5-Apr,Dizel,170,Banja Luka,Mercedes-Benz,250510,S 320,23900,Mercedes-Benz S 320.2008g.p EKSTRA STANJE,2008,Siva,FALSE,Prednji,Euro 4,18,Automatik,Limuzina,TRUE,FALSE,TRUE
3,5-Apr,Dizel,165,Sarajevo - Novi Grad,Mercedes-Benz,268200,ML 320,22888,Mercedes ML 320 CDI 4 MATIC 2008,2008,Siva,TRUE,Sva četiri,Euro 4,17,Automatik,SUV,TRUE,FALSE,TRUE
2.2,5-Apr,Dizel,150,Zvornik,Mercedes-Benz,250000,E 250,24500,Mercedes-Benz E 250,2011,Siva,TRUE,Zadnji,Euro 5,17,Automatik,Limuzina,TRUE,TRUE,TRUE
2.2,5-Apr,Dizel,100,Jajce,Mercedes-Benz,180000,E 200,22000,Mercedes-Benz E 200 cdi,2012,Crna,TRUE,Zadnji,Euro 5,18,Manuelni,Karavan,TRUE,FALSE,FALSE
4,5-Apr,Dizel,225,Ilidža,Mercedes-Benz,360000,GL 420,23000,Mercedes-Benz GL 420 (Čitati detaljno),2008,Bijela,TRUE,Sva četiri,Euro 5,19,Automatik,SUV,TRUE,TRUE,TRUE
2.2,5-Apr,Dizel,125,Mostar,Mercedes-Benz,107000,GLK 220,45000,MERCEDES GLK 220 CDI 4MATIC,2014,Smeđa,TRUE,Sva četiri,Euro 5,17,Automatik,Terenac,TRUE,TRUE,FALSE
2.2,5-Apr,Dizel,120,Ilidža,Mercedes-Benz,108914,GLC 220,84980,Mercedes-Benz GLC 220 d 4MATIC Coupe,2017,Plava,TRUE,Sva četiri,Euro 6,19,Automatik,Terenac,TRUE,TRUE,FALSE
2,5-Apr,Dizel,110,Velika Kladuša,Mercedes-Benz,228711,E 200,47900,Mercedes-Benz E 200d 2017,2017,Crna,TRUE,Zadnji,Euro 6,17,Automatik,Limuzina,TRUE,TRUE,TRUE
2.2,5-Apr,Dizel,100,Bijeljina,Mercedes-Benz,325000,E 200,32000,Mercedes-Benz E 200 2.2 100kW 2014 Blutec,2014,Plava,TRUE,Zadnji,Euro 6,17,Automatik,Limuzina,TRUE,TRUE,TRUE
2.2,5-Apr,Dizel,100,Velika Kladuša,Mercedes-Benz,166000,E 200,37000,Mercedes E 200 CDI - 2015 god - 2.2 - Avantgarde,2015,Siva,TRUE,Zadnji,Euro 6,18,Automatik,Limuzina,TRUE,TRUE,TRUE
2.2,5-Apr,Dizel,125,Istočno Sarajevo,Mercedes-Benz,160000,GLC 220,64900,MERCEDES GLC 220 D 4MATIC 9G MOD2016,2015,Bijela,TRUE,Sva četiri,Euro 6,18,Automatik,SUV,TRUE,TRUE,FALSE
3,5-Apr,Dizel,195,Olovo,Mercedes-Benz,224000,CLS 350,34999,Mercedes CLS 350 CDI 2012 godište 195kw,2012,Siva,TRUE,Zadnji,Euro 5,16,Automatik,Sportski/kupe,TRUE,TRUE,FALSE
2.2,5-Apr,Dizel,125,Mostar,Mercedes-Benz,221000,E 220,36500,Mercedes-Benz E 220 CDI Avantgarde 9G-Tronic W212,2015,Crna,TRUE,Zadnji,Euro 6,17,Automatik,Limuzina,TRUE,TRUE,TRUE
2.2,5-Apr,Dizel,125,Jajce,Mercedes-Benz,203000,E 220,34500,Mercedes-Benz E220,2012,Crna,FALSE,Zadnji,Euro 5,16,Automatik,unavailable,FALSE,FALSE,FALSE
2,5-Apr,Dizel,140,Banja Luka,Mercedes-Benz,90000,E 220,74999,MERCEDES E 220 CDI AVANTGARDE PANORAMA/LED/ALU 19-ke,2018,Crna,TRUE,Zadnji,Euro 6,19,Automatik,Limuzina,TRUE,TRUE,TRUE
3,5-Apr,Dizel,190,Banja Luka,Mercedes-Benz,198000,CLS 350,34999,Mercedes CLS 350 CDI AVANTGARDE karavan model 2015,2014,Crna,TRUE,Zadnji,Euro 6,19,Automatik,Karavan,TRUE,TRUE,TRUE
2,5-Apr,Benzin,265,Brčko,Mercedes-Benz,129000,A 45 AMG,41999,Mercedes-Benz A 45 AMG,2014,Crna,TRUE,Sva četiri,Euro 5,19,Automatik,unavailable,TRUE,TRUE,TRUE
1.5,5-Apr,Dizel,80,Ljubuški,Mercedes-Benz,163160,B 180,33990,Mercedes-Benz B 180 D Sportpaket Style LED FACELIFT,2018,Crna,TRUE,Prednji,Euro 5,16,Manuelni,Limuzina,TRUE,FALSE,FALSE
1.5,5-Apr,Dizel,80,Ljubuški,Mercedes-Benz,73920,B 180,37990,Mercedes-Benz B 180 D Sportpaket Style LED FACELIFT,2018,Crna,TRUE,Prednji,Euro 5,16,Manuelni,Limuzina,TRUE,TRUE,FALSE
1.5,5-Apr,Dizel,80,Ljubuški,Mercedes-Benz,99826,CLA 180,55990,Mercedes-Benz CLA 180 D 7G-Tronic Sportpaket AMG Line,2018,Crna,TRUE,Prednji,Euro 5,18,Automatik,Limuzina,TRUE,TRUE,FALSE
2.2,5-Apr,Dizel,100,Ljubuški,Mercedes-Benz,76516,GLA 200,55990,Mercedes-Benz GLA 200 2.2D 7G-Tronic NIGHT-PAKET LED,2018,Smeđa,TRUE,Prednji,Euro 5,17,Automatik,Terenac,TRUE,TRUE,FALSE
1.5,5-Apr,Dizel,80,Ljubuški,Mercedes-Benz,142862,A 180,39990,Mercedes-Benz A 180 D 7G-Tronic Sportpaket Style LED,2018,Plava,TRUE,Prednji,Euro 5,16,Automatik,Limuzina,TRUE,TRUE,FALSE
1.5,5-Apr,Dizel,85,Sarajevo - Novi Grad,Mercedes-Benz,90407,A 180,49000,MERCEDES-BENZ A180 CDI,2019,Crna,TRUE,Prednji,Euro 6,16,Automatik,Limuzina,FALSE,TRUE,FALSE
1.5,5-Apr,Dizel,85,Sarajevo - Novi Grad,Mercedes-Benz,140332,A 180,43500,MERCEDES-BENZ A180 CDI AUT,2018,Siva,TRUE,Prednji,Euro 6,16,Automatik,Malo auto,TRUE,TRUE,FALSE
3,5-Apr,Dizel,190,Velika Kladuša,Mercedes-Benz,181000,350,43500,Mercedes-Benz 350 2013,2013,Crna,FALSE,Sva četiri,Euro 5,16,Automatik,unavailable,FALSE,FALSE,FALSE
1.6,5-Apr,Dizel,100,Čelinac,Mercedes-Benz,204000,C 200,33500,Mercedes C200,2015,Crna,TRUE,Sva četiri,Euro 6,16,Manuelni,unavailable,TRUE,TRUE,TRUE
3,5-Apr,Dizel,185,Sarajevo - Novi Grad,Mercedes-Benz,340000,E 350,33300,Mercedes-Benz E 350,2014,Crna,TRUE,Sva četiri,Euro 5,19,Automatik,unavailable,TRUE,TRUE,TRUE
3.5,3-Feb,Benzin,225,Posušje,Mercedes-Benz,85000,SL 350,68000,Mercedes-Benz SL 350 AMG,2012,Crna,TRUE,Zadnji,Euro 5,19,Automatik,Kabriolet,TRUE,TRUE,TRUE
2.2,5-Apr,Dizel,130,Sarajevo - Stari Grad,Mercedes-Benz,158800,B 200,31500,Mercedes B klasa B200 4matic panorama kamera,2016,Siva,FALSE,Sva četiri,Euro 6,17,Automatik,Monovolumen,TRUE,TRUE,TRUE
1.6,5-Apr,Benzin,100,Vogošća,Mercedes-Benz,46500,CLA 180,44000,Mercedes-Benz CLA 180,2019,Bijela,TRUE,Sva četiri,Euro 5,16,Automatik,unavailable,TRUE,TRUE,FALSE
3,5-Apr,Dizel,185,Sarajevo - Stari Grad,Mercedes-Benz,242139,E 350,41495,Mercedes-Benz E350 4 Matic 4x4 Euro 6 185 kW E 350,2013,Bijela,TRUE,Sva četiri,Euro 6,17,Automatik,Limuzina,TRUE,TRUE,TRUE
2,5-Apr,Dizel,120,Laktaši,Mercedes-Benz,110000,GLC 220,83000,Mercedes-Benz GLC 220 2019 NOVI MODEL 110 000 KILOMETAR,2019,Crna,TRUE,Zadnji,Euro 5,17,Automatik,SUV,TRUE,TRUE,FALSE
3,5-Apr,Dizel,190,Sarajevo - Novo Sarajevo,Mercedes-Benz,95000,E 350,64980,Mercedes-Benz E 350 E350 Exclusive 9G TRONIC / Kao NOV,2016,Crna,TRUE,Zadnji,Euro 6,18,Automatik,Limuzina,TRUE,TRUE,TRUE
3.5,5-Apr,Dizel,195,Vitez,Mercedes-Benz,245000,CLS 350,36550,Mercedes CLS 350,2011,Siva,TRUE,Zadnji,Euro 5,18,Automatik,Limuzina,TRUE,TRUE,TRUE
2,5-Apr,Dizel,180,Ilidža,Mercedes-Benz,53836,C 300,79480,Mercedes-Benz C 300 d 4MATIC T-model I MB Certified,2019,Crvena,TRUE,Sva četiri,Euro 6,18,Automatik,Karavan,TRUE,TRUE,FALSE
2,5-Apr,Dizel,110,Ilidža,Mercedes-Benz,98035,GLB 200,89980,Mercedes-Benz GLB 200 d I 7 sjedišta I MB Certified,2020,Crna,TRUE,Prednji,Euro 6,18,Automatik,Terenac,TRUE,TRUE,FALSE
1.5,5-Apr,Dizel,80,Ljubuški,Mercedes-Benz,169748,A 180,31700,Mercedes-Benz A 180 D -FACELIFT-,2018,Crvena,TRUE,Prednji,Euro 5,16,Manuelni,Limuzina,TRUE,TRUE,FALSE
1.8,5-Apr,Plin,130,Banja Luka,Mercedes-Benz,28000,CE 230,8800,Mercedes-Benz CE 230 2004,2004,Žuta,FALSE,Zadnji,Euro 5,16,Automatik,unavailable,FALSE,FALSE,FALSE
2.2,5-Apr,Dizel,85,Tešanj,Mercedes-Benz,350000,200,5000,Mercedes-Benz 200,2003,Žuta,TRUE,Zadnji,Euro 3,16,Manuelni,unavailable,TRUE,FALSE,TRUE
2.4,5-Apr,Dizel,53,Zenica,Mercedes-Benz,280000,240,4900,Mercedes-Benz E 240 1981,1981,Žuta,FALSE,Zadnji,Euro 5,16,Manuelni,Limuzina,FALSE,FALSE,FALSE
2,5-Apr,Dizel,80,Kotor Varoš,Mercedes-Benz,250000,A 200,6999,Mercedes-Benz A 200 2006,2006,Siva,FALSE,Prednji,Euro 5,15,Manuelni,unavailable,TRUE,FALSE,TRUE
2,5-Apr,Dizel,80,Derventa,Mercedes-Benz,297625,B 180,8500,Mercedes-Benz B 180 2005,2005,Siva,FALSE,Prednji,Euro 5,16,Manuelni,Limuzina,TRUE,FALSE,TRUE
2.2,5-Apr,Dizel,110,Derventa,Mercedes-Benz,312000,C 220,8800,Mercedes-Benz C220 C 220 facelift,2004,Siva,TRUE,Zadnji,Euro 5,15,Manuelni,Limuzina,TRUE,FALSE,TRUE
3.2,5-Apr,Dizel,150,Livno,Mercedes-Benz,386000,E 320,5400,Mercedes E 320 2005,2005,Zelena,FALSE,Zadnji,Euro 4,16,Automatik,Karavan,FALSE,FALSE,TRUE
2.9,5-Apr,Dizel,95,Sarajevo - Centar,Mercedes-Benz,246000,E 290,6000,Mercedes-Benz E290 E 290 Turbodiesel W210 okac,1997,Zelena,FALSE,Zadnji,Euro 5,16,Manuelni,Limuzina,TRUE,FALSE,TRUE
2,5-Apr,Dizel,100,Mostar,Mercedes-Benz,238999,200,8950,Mercedes-Benz 200D Oldtimer,1988,Bijela,FALSE,Prednji,Euro 5,15,Manuelni,Limuzina,FALSE,FALSE,FALSE
3.2,5-Apr,Dizel,130,Gračanica,Mercedes-Benz,290000,E 280,9000,Mercedes-Benz E 280,2004,Crna,TRUE,Zadnji,Euro 4,17,Automatik,Limuzina,TRUE,FALSE,TRUE
2.2,5-Apr,Dizel,110,Tuzla,Mercedes-Benz,389000,C 220,7800,Mercedes-Benz C 220,2005,Crna,TRUE,Zadnji,Euro 4,16,Manuelni,Karavan,TRUE,FALSE,TRUE
2,3-Feb,Benzin,120,Maglaj,Mercedes-Benz,250000,SLK 200,8400,Mercedes-Benz SLK 200 kompresor cabrio,2003,Siva,FALSE,Zadnji,Euro 4,17,Manuelni,Malo auto,TRUE,FALSE,TRUE
2.7,5-Apr,Dizel,125,Velika Kladuša,Mercedes-Benz,316000,C 270,6000,Mercedes C270 CDI Avantgarde automatik EXTRA STANJE Reg,2002,Plava,TRUE,Zadnji,Euro 5,16,Automatik,unavailable,TRUE,FALSE,TRUE
3.2,5-Apr,Benzin,165,Donji Vakuf,Mercedes-Benz,302000,S 320,5200,Mercedes-Benz S 320 V6 long(pod detaljno),2003,Siva,TRUE,Zadnji,Euro 4,19,Automatik,Limuzina,TRUE,TRUE,TRUE
